,Year_x,DOY,Station Number,Air Temp Max,Air Temp Min,Air Temp Mean,Daily Avg Temp (F),RH - Max,RH- Min,RH - Mean,VPD - Mean,Solar Rad Total,Precipitation - Total,Month_x,ID,TMC,Severity,End_Time,City,County,State,Zipcode,Country,Temperature(F),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Sunrise_Sunset,Stop,Traffic_Signal,Weekday,Month_y,Day,Year_y,Season
0,2020,2020-01-01,6,15.0,-0.2,7.0,44.6,96.8,46.2,79.0,0.27,11.87,0.0,1,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
1,2020,2020-01-02,6,16.7,1.4,8.4,47.12,97.1,28.2,72.9,0.38,12.88,0.0,1,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
2,2020,2020-01-03,6,16.9,-0.2,7.4,45.32,97.0,28.8,72.6,0.39,12.77,0.0,1,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
3,2020,2020-01-04,6,19.3,0.1,8.1,46.58,96.1,27.2,71.4,0.44,12.96,0.0,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,2020,2020-01-05,6,18.9,-0.2,8.6,47.48,97.0,34.3,73.5,0.42,13.48,0.0,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
5,2020,2020-01-06,6,20.1,0.2,9.0,48.2,96.7,20.5,65.0,0.58,13.41,0.0,1,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
6,2020,2020-01-07,6,20.9,0.0,9.5,49.1,90.7,20.5,58.7,0.68,13.56,0.0,1,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
7,2020,2020-01-08,6,21.0,0.5,9.5,49.1,88.4,20.8,56.9,0.67,13.53,0.0,1,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
8,2020,2020-01-09,6,17.7,2.3,9.9,49.82,88.5,34.4,61.7,0.55,10.6,0.0,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
9,2020,2020-01-10,6,16.9,2.3,9.3,48.74,89.9,25.4,59.2,0.56,13.28,0.0,1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
10,2020,2020-01-11,6,17.1,-0.8,7.2,44.96,92.0,26.3,64.9,0.46,13.41,0.0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
11,2020,2020-01-12,6,17.3,-2.5,7.2,44.96,94.7,28.8,66.1,0.47,13.56,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
12,2020,2020-01-13,6,19.0,-1.2,7.9,46.22,93.2,25.8,65.2,0.51,13.74,0.0,1,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
13,2020,2020-01-14,6,20.0,-0.5,8.7,47.66,92.7,30.6,66.7,0.52,12.7,0.0,1,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
14,2020,2020-01-15,6,19.1,1.2,10.2,50.36,94.7,30.0,67.3,0.53,11.11,0.0,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
15,2020,2020-01-16,6,17.8,6.7,11.2,52.16,89.7,50.2,75.2,0.36,4.37,0.0,1,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
16,2020,2020-01-17,6,18.3,1.4,9.8,49.64,98.5,34.5,73.4,0.44,13.65,0.0,1,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
17,2020,2020-01-18,6,20.9,1.0,9.6,49.28,96.0,20.6,64.7,0.59,13.94,0.0,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
18,2020,2020-01-19,6,23.9,1.6,11.6,52.88,88.9,19.7,56.5,0.81,13.94,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,2020,2020-01-20,6,22.7,5.4,13.8,56.84,84.6,29.1,60.2,0.74,7.83,0.0,1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
20,2020,2020-01-21,6,16.4,10.5,12.6,54.68,94.5,43.5,83.1,0.26,4.15,5.08,1,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
21,2020,2020-01-22,6,17.9,8.2,12.3,54.14,100.0,52.7,84.9,0.26,13.86,0.0,1,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
22,2020,2020-01-23,6,20.3,2.5,11.2,52.16,100.0,40.8,81.8,0.35,14.4,0.0,1,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
23,2020,2020-01-24,6,20.6,2.7,11.4,52.52,100.0,37.4,77.2,0.43,12.83,0.0,1,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
24,2020,2020-01-25,6,23.7,3.5,11.7,53.06,100.0,30.9,76.5,0.47,14.5,0.0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
25,2020,2020-01-26,6,23.9,3.7,12.5,54.5,100.0,34.0,73.2,0.53,14.53,0.0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
26,2020,2020-01-27,6,25.8,6.6,14.6,58.28,99.5,16.4,57.1,0.88,14.89,0.0,1,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
27,2020,2020-01-28,6,23.6,2.7,11.9,53.42,91.4,16.9,51.0,0.83,15.09,0.0,1,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
28,2020,2020-01-29,6,17.3,1.5,9.3,48.74,94.8,30.0,63.7,0.51,8.81,0.0,1,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
29,2020,2020-01-30,6,22.3,3.1,11.7,53.06,84.9,16.9,47.7,0.84,14.36,0.0,1,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
30,2020,2020-01-31,6,24.8,0.5,10.8,51.44,94.2,11.3,53.2,0.85,15.88,0.0,1,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
31,2020,2020-02-01,6,26.3,0.7,11.8,53.24,93.0,14.8,52.2,0.9,15.8,0.0,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
32,2020,2020-02-02,6,27.4,2.7,13.5,56.3,88.4,16.9,51.5,1.01,15.91,0.0,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
33,2020,2020-02-03,6,21.4,6.8,13.2,55.76,54.3,11.0,29.0,1.08,10.28,0.0,2,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
34,2020,2020-02-04,6,17.3,-1.3,5.8,42.44,69.2,11.0,24.3,0.73,16.3,0.0,2,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
35,2020,2020-02-05,6,14.5,-3.3,4.2,39.56,75.8,8.7,35.7,0.6,13.74,0.0,2,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
36,2020,2020-02-06,6,17.5,-2.7,6.4,43.52,72.1,14.9,39.2,0.7,16.27,0.0,2,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
37,2020,2020-02-07,6,21.3,-1.0,8.6,47.48,79.9,16.6,50.0,0.71,16.63,0.0,2,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
38,2020,2020-02-08,6,24.0,-0.4,10.6,51.08,86.4,18.9,52.9,0.8,16.74,0.0,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
39,2020,2020-02-09,6,26.0,2.0,13.2,55.76,83.7,20.2,50.9,0.94,12.97,0.0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40,2020,2020-02-10,6,24.9,8.0,13.6,56.48,99.2,44.4,76.3,0.44,11.33,1.27,2,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
41,2020,2020-02-11,6,18.9,6.2,10.7,51.26,99.8,42.8,76.5,0.34,13.88,0.0,2,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
42,2020,2020-02-12,6,22.9,1.2,9.8,49.64,100.0,18.3,65.5,0.56,17.37,0.0,2,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
43,2020,2020-02-13,6,23.1,0.0,9.6,49.28,93.0,21.6,58.5,0.66,17.62,0.0,2,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
44,2020,2020-02-14,6,23.1,3.6,12.1,53.78,89.6,20.7,54.1,0.82,16.94,0.0,2,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
45,2020,2020-02-15,6,23.3,2.2,12.2,53.96,90.1,17.6,50.1,0.88,17.88,0.0,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
46,2020,2020-02-16,6,24.0,2.0,12.0,53.6,89.5,16.5,50.6,0.89,17.95,0.0,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
47,2020,2020-02-17,6,26.9,3.5,13.4,56.12,89.3,15.9,48.5,1.01,17.93,0.0,2,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
48,2020,2020-02-18,6,27.7,4.6,14.3,57.74,78.9,20.1,50.1,1.0,17.65,0.0,2,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
49,2020,2020-02-19,6,25.3,6.7,15.0,59.0,84.2,23.0,50.8,1.03,17.45,0.0,2,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
50,2020,2020-02-20,6,25.7,4.3,15.4,59.72,85.6,18.9,46.1,1.19,16.51,0.0,2,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
51,2020,2020-02-21,6,22.6,14.9,18.4,65.12,56.7,32.5,42.5,1.23,12.18,0.0,2,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
52,2020,2020-02-22,6,20.2,12.4,15.8,60.44,100.0,45.2,83.2,0.32,7.27,12.19,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
53,2020,2020-02-23,6,18.5,7.5,13.3,55.94,95.7,42.4,70.2,0.5,16.84,0.0,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
54,2020,2020-02-24,6,21.5,4.9,12.9,55.22,100.0,36.4,74.4,0.52,19.2,0.0,2,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
55,2020,2020-02-25,6,19.5,3.6,11.9,53.42,99.3,10.0,48.4,0.86,19.98,0.0,2,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
56,2020,2020-02-26,6,18.5,2.0,10.6,51.08,66.4,11.8,35.2,0.94,20.35,0.0,2,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
57,2020,2020-02-27,6,23.5,1.2,12.2,53.96,83.6,15.3,47.4,0.97,18.06,0.0,2,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
58,2020,2020-02-28,6,25.3,5.6,14.8,58.64,84.9,13.0,50.9,1.04,12.93,0.0,2,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
59,2020,2020-02-29,6,25.6,4.7,16.1,60.98,90.0,15.4,45.3,1.23,20.11,0.0,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
60,2020,2020-03-01,6,24.7,8.2,16.0,60.8,71.5,14.4,37.5,1.28,19.43,0.0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
61,2020,2020-03-02,6,20.1,5.1,12.7,54.86,84.8,25.5,56.5,0.73,18.0,0.0,3,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
62,2020,2020-03-03,6,22.5,8.1,15.2,59.36,88.4,21.5,52.4,0.98,20.24,0.0,3,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
63,2020,2020-03-04,6,22.5,5.9,14.2,57.56,95.9,28.5,61.3,0.78,20.73,0.0,3,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
64,2020,2020-03-05,6,27.4,5.6,15.9,60.62,87.2,20.7,52.6,1.08,20.23,0.0,3,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
65,2020,2020-03-06,6,30.0,11.9,21.3,70.34,59.6,13.9,31.9,1.89,19.77,0.0,3,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
66,2020,2020-03-07,6,28.6,11.3,20.2,68.36,67.5,15.9,35.7,1.7,21.1,0.0,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
67,2020,2020-03-08,6,24.2,12.7,18.0,64.4,60.5,26.1,40.8,1.28,17.79,0.0,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
68,2020,2020-03-09,6,24.8,8.3,17.5,63.5,87.0,23.0,51.6,1.12,19.93,0.0,3,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
69,2020,2020-03-10,6,23.5,14.0,18.0,64.4,100.0,40.9,69.0,0.71,8.48,7.37,3,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
70,2020,2020-03-11,6,19.4,15.4,17.0,62.6,100.0,84.8,97.7,0.05,7.11,8.13,3,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
71,2020,2020-03-12,6,22.2,15.1,17.9,64.22,100.0,64.8,88.8,0.25,7.0,3.05,3,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
72,2020,2020-03-13,6,19.6,10.1,14.4,57.92,100.0,41.4,79.9,0.39,19.41,1.02,3,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
73,2020,2020-03-14,6,23.6,6.3,14.7,58.46,100.0,32.8,74.2,0.59,21.46,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
74,2020,2020-03-15,6,25.5,9.1,16.4,61.52,100.0,24.6,70.3,0.74,21.09,0.0,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
75,2020,2020-03-16,6,25.6,8.8,17.5,63.5,99.6,22.4,62.0,0.95,20.86,0.0,3,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
76,2020,2020-03-17,6,24.0,9.7,16.8,62.24,92.5,24.7,57.9,0.93,21.56,0.0,3,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
77,2020,2020-03-18,6,19.5,8.3,13.1,55.58,94.8,39.8,72.2,0.45,7.98,8.38,3,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
78,2020,2020-03-19,6,17.4,7.5,12.3,54.14,100.0,38.8,74.9,0.42,18.94,0.51,3,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
79,2020,2020-03-20,6,20.4,5.1,13.4,56.12,100.0,32.7,67.7,0.63,20.18,0.0,3,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
80,2020,2020-03-21,6,23.0,7.8,15.9,60.62,95.5,28.6,57.1,0.92,23.3,0.0,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
81,2020,2020-03-22,6,22.7,9.0,16.1,60.98,90.3,27.2,57.0,0.93,17.87,0.0,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
82,2020,2020-03-23,6,25.2,11.8,18.4,65.12,83.9,24.2,52.1,1.15,22.95,0.0,3,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
83,2020,2020-03-24,6,25.6,6.8,17.2,62.96,94.4,21.1,51.7,1.16,24.01,0.0,3,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
84,2020,2020-03-25,6,25.8,9.4,18.1,64.58,72.7,20.7,44.2,1.34,20.97,0.0,3,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
85,2020,2020-03-26,6,20.1,11.7,16.2,61.16,51.6,26.4,39.8,1.13,17.19,0.0,3,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
86,2020,2020-03-27,6,17.8,7.5,12.9,55.22,62.4,21.3,38.1,0.96,23.05,0.0,3,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
87,2020,2020-04-01,6,29.8,11.3,20.9,69.62,69.5,14.8,36.6,1.79,24.02,0.0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
88,2020,2020-04-02,6,28.8,11.8,20.6,69.08,48.2,14.2,27.8,1.92,25.23,0.0,4,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
89,2020,2020-04-03,6,29.3,9.5,19.9,67.82,69.7,15.9,33.8,1.75,25.1,0.0,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
90,2020,2020-04-04,6,29.4,11.9,20.2,68.36,72.3,10.8,33.9,1.81,25.39,0.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
91,2020,2020-04-05,6,29.4,9.7,20.4,68.72,57.8,12.6,28.6,1.9,25.64,0.0,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
92,2020,2020-04-06,6,29.5,11.4,20.2,68.36,45.9,8.5,25.8,1.94,26.05,0.0,4,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
93,2020,2020-04-07,6,29.3,9.1,19.8,67.64,55.7,13.5,31.1,1.77,25.52,0.0,4,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
94,2020,2020-04-08,6,27.4,11.6,19.1,66.38,71.4,23.4,43.7,1.39,23.74,0.0,4,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
95,2020,2020-04-09,6,22.6,7.4,15.4,59.72,78.9,20.5,45.5,1.09,26.49,0.0,4,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
96,2020,2020-04-10,6,25.0,7.6,16.8,62.24,65.4,17.8,37.3,1.37,25.93,0.0,4,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
97,2020,2020-04-11,6,19.8,10.8,15.7,60.26,80.2,36.4,52.4,0.87,16.45,0.0,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
98,2020,2020-04-12,6,25.8,9.1,17.1,62.78,87.2,26.0,54.9,1.09,25.74,0.0,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
99,2020,2020-04-13,6,25.1,10.6,18.7,65.66,70.9,29.5,47.2,1.23,22.72,0.0,4,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
100,2020,2020-04-14,6,26.7,9.0,18.6,65.48,91.0,11.2,40.6,1.53,26.84,0.0,4,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
101,2020,2020-04-15,6,28.1,7.9,18.5,65.3,58.3,6.2,24.6,1.84,27.7,0.0,4,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
102,2020,2020-04-16,6,30.0,8.5,20.5,68.9,53.9,7.1,20.3,2.15,27.28,0.0,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
103,2020,2020-04-17,6,31.0,9.4,20.9,69.62,57.8,5.6,22.0,2.18,24.54,0.0,4,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
104,2020,2020-04-18,6,26.0,9.7,18.6,65.48,50.9,18.9,30.9,1.59,25.16,0.0,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
105,2020,2020-04-19,6,28.5,11.1,20.3,68.54,60.3,18.1,33.9,1.75,26.83,0.0,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
